"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","log.pct.diff"
"Ubc4",2.92833346230904e-16,0.349068419062408,1,0.999,1.04980754623779e-12,"25","Ubc",0.001,0.000721527917459226
"Hexa1",3.09305204906527e-16,0.23815953124711,1,0.943,1.1088591595899e-12,"25","Hexa",0.0570000000000001,0.0417140990767425
"H2-Aa2",3.09946127101867e-16,0.501858837306994,1,0.571,1.11115686566019e-12,"25","H2-Aa",0.429,0.348316819367891
"Cd742",5.54947167447971e-16,0.929198976567907,1,0.812,1.98948559530098e-12,"25","Cd74",0.188,0.142417044615852
"H2-Ab12",6.73266165183265e-16,0.545437283797921,1,0.781,2.41365920218201e-12,"25","H2-Ab1",0.219,0.167312483560468
"Cd824",2.01000518592827e-15,0.235551667799105,1,0.629,7.20586859155285e-12,"25","Cd82",0.371,0.296013396136569
"Zfp365",2.47568469568655e-15,0.340482366414692,1,0.931,8.87532963403628e-12,"25","Zfp36",0.069,0.0506518357114366
"Ftl15",4.69491340032853e-15,0.995627460878889,1,1,1.68312645401778e-11,"25","Ftl1",0,0
"Plbd17",7.71092376019842e-15,0.239042069396933,1,0.327,2.76436616803113e-11,"25","Plbd1",0.673,0.591831629291894
"Dusp15",8.07181091364714e-15,0.336514188261417,1,0.913,2.8937442125425e-11,"25","Dusp1",0.087,0.0641631263159748
"Aplp21",1.01461034765327e-14,0.116386534840489,1,0.373,3.63737809633696e-11,"25","Aplp2",0.627,0.542668374514986
"Id23",1.03361590472971e-14,0.342460702210538,1,0.351,3.70551301845601e-11,"25","Id2",0.649,0.565972325336403
"Ctsz",1.10950710913908e-14,0.202433742203892,1,0.953,3.97758298626361e-11,"25","Ctsz",0.047,0.0343080507752956
"Pilra3",1.77203089535582e-14,0.107766681401387,1,0.214,6.35273075985062e-11,"25","Pilra",0.786,0.720231578406405
"Fcer1g9",2.57973832633668e-14,0.576235205827173,1,0.995,9.24836189991701e-11,"25","Fcer1g",0.005,0.00361125355237883
"Rgs12",3.12583659271184e-14,0.118847905835615,1,0.509,1.1206124184872e-10,"25","Rgs1",0.491,0.406407194135404
"Fcgr35",4.58468484680686e-14,0.182589750228007,1,0.622,1.64360951758026e-10,"25","Fcgr3",0.378,0.302226180444814
"Tmem176a1",5.49652968840638e-14,0.131510461982506,1,0.741,1.97050589329369e-10,"25","Tmem176a",0.259,0.200083797010986
"Tmem176b3",1.11965976772407e-13,0.2990452573854,1,0.93,4.01398026729081e-10,"25","Tmem176b",0.07,0.0513991525066441
"Anxa51",1.2161083747589e-13,0.110531633416302,1,0.859,4.35974852351067e-10,"25","Anxa5",0.141,0.105473229742606
"Creg13",1.3561133257982e-13,0.447206374602827,1,0.991,4.86166627298655e-10,"25","Creg1",0.00900000000000001,0.00650677894158448
"Pld41",1.49830487200173e-13,0.103527722147695,0.946,0.285,5.3714229661262e-10,"25","Pld4",0.661,0.598743350699871
"Unc93b12",2.2199359352886e-13,0.13157638145385,1,0.727,7.95847032800962e-10,"25","Unc93b1",0.273,0.211731917133163
"Fos6",9.42027504434004e-13,0.335607192335754,1,0.98,3.3771686033959e-09,"25","Fos",0.02,0.0144995696951152
"Fth15",1.3715995200471e-12,0.933542978809734,1,0.999,4.91718427936886e-09,"25","Fth1",0.001,0.000721527917459226
"Nfkbia4",2.94141227726751e-12,0.13813345801001,1,0.967,1.0544963014004e-08,"25","Nfkbia",0.033,0.0240030423835567
"Gsn6",4.22548155583843e-12,0.12547501157026,1,0.558,1.51483513776808e-08,"25","Gsn",0.442,0.360304766600418
"Hebp13",8.39746603894741e-12,0.163815795296461,1,0.361,3.01049157496265e-08,"25","Hebp1",0.639,0.555332933158092
"Gm2a",1.990043741458e-11,0.117927422335109,1,0.845,7.13430681312692e-08,"25","Gm2a",0.155,0.116379183714329
"Wfdc171",3.76231665640223e-11,0.102459409254093,0.964,0.398,1.3487905213202e-07,"25","Wfdc17",0.566,0.490430568939257
"Rgs24",3.98494873536188e-11,0.147710230122103,1,0.922,1.42860412162723e-07,"25","Rgs2",0.078,0.0573916638883365
"Rap1b",7.97211724513958e-11,0.112347386931377,1,0.978,2.85800403238254e-07,"25","Rap1b",0.022,0.0159575739029763
"Bpgm2",3.42623213842543e-10,0.11856251010828,1,0.511,1.22830422162552e-06,"25","Bpgm",0.489,0.404496339497258
"Ccl65",3.21807655784651e-09,0.218503312761709,0.929,0.74,1.15368044598797e-05,"25","Ccl6",0.189,0.148765837313013
"Tyrobp7",3.92461190579342e-09,0.380176336632047,1,0.996,1.40697336822694e-05,"25","Tyrobp",0.004,0.00288827932482635
"Mkrn13",1.79237313245555e-08,0.125585525213176,1,0.891,6.42565767985314e-05,"25","Mkrn1",0.109,0.0808506367123255
"Ube2l63",2.40804385212061e-08,0.112975170287127,1,0.685,8.63283720985239e-05,"25","Ube2l6",0.315,0.247251408592866
"Cyba11",3.99679224034466e-08,0.281429881545625,1,0.997,0.000143285001816356,"25","Cyba",0.003,0.00216566721811454
"Prdx12",5.45282258192105e-08,0.189598870179035,1,0.999,0.00019548368956187,"25","Prdx1",0.001,0.000721527917459226
"Mgst16",7.11223279816343e-08,0.10533280476789,1,0.749,0.000254973545814159,"25","Mgst1",0.251,0.193469710740434
"Alas23",1.30807227349038e-07,0.119687734399587,0.982,0.505,0.000468943910046301,"25","Alas2",0.477,0.397193475539424
"Hba-a23",1.57453495623446e-07,0.136429509162435,0.982,0.638,0.000564470781810055,"25","Hba-a2",0.344,0.27502160554548
"Cybb10",2.12862934573696e-07,0.183904307321798,1,0.603,0.000763113620446699,"25","Cybb",0.397,0.319225574507539
"Blvrb3",2.33324632389164e-07,0.220869320031174,1,0.722,0.000836468807115152,"25","Blvrb",0.278,0.215914857265243
"Klf26",3.89219824446275e-07,0.137361179353066,0.982,0.956,0.00139535307063989,"25","Klf2",0.026,0.0190505922342545
"Lyz29",1.01980975949836e-06,0.4834965676072,1,0.997,0.00365601798780162,"25","Lyz2",0.003,0.00216566721811454
"Ly6e4",1.03788855624318e-06,0.160993979074932,1,0.999,0.00372083047413181,"25","Ly6e",0.001,0.000721527917459226
"Jun3",1.27877379758644e-06,0.108109179003098,1,0.961,0.0045844040643474,"25","Jun",0.039,0.0284104644699381
"Ifi27l2a5",1.66000013173267e-06,0.129792613035544,0.929,0.755,0.00595110047226163,"25","Ifi27l2a",0.174,0.136382112857181
"Cd536",1.92720864647373e-06,0.100332296491703,1,0.822,0.00690904299760832,"25","Cd53",0.178,0.134477040860036
"Lgals37",5.38220252131411e-06,0.13005975567054,0.964,0.782,0.0192951960389111,"25","Lgals3",0.182,0.140297592792771
"Junb6",9.14138871470812e-06,0.128827883558339,1,0.927,0.0327718785422286,"25","Junb",0.073,0.053643428366366
"Tmsb4x13",0.000492418780778368,0.384333247156437,1,1,1,"25","Tmsb4x",0,0
"S100a89",0.00431657381607752,0.253234253071473,1,1,1,"25","S100a8",0,0
"Ms4a21",1.23192984509842e-19,0.380177392266689,1,0.133,4.41646849467785e-16,"26","Ms4a2",0.867,0.819852138841571
"Cd200r31",1.25753699449212e-19,0.147710837414584,0.987,0.027,4.50827012525427e-16,"26","Cd200r3",0.96,0.952155690931475
"Fcer1a1",1.63549159151172e-19,0.468316012582801,1,0.187,5.86323735556952e-16,"26","Fcer1a",0.813,0.75268006502018
"Csrp31",2.78101677339645e-19,0.317308398502856,1,0.208,9.96994513262627e-16,"26","Csrp3",0.792,0.727379545337008
"Cyp11a11",4.66489724375163e-19,0.100438412120182,0.968,0.011,1.67236566188496e-15,"26","Cyp11a1",0.957,0.960947223436225
"Ccl41",2.94402070970281e-18,0.444227859110721,1,0.499,1.05543142442846e-14,"26","Ccl4",0.501,0.415999616714227
"Rgs13",2.96053902691078e-18,0.240119409048067,1,0.502,1.06135324114752e-14,"26","Rgs1",0.498,0.413115187147815
"Egr11",3.17621946116416e-18,0.131883982148399,1,0.516,1.13867467682735e-14,"26","Egr1",0.484,0.399730246490995
"Cpa31",3.32424434154001e-18,1.20730669802983,1,0.524,1.19174159644209e-14,"26","Cpa3",0.476,0.392137097168765
"Prss341",3.60980423712287e-18,1.62000174752501,1,0.521,1.29411481900855e-14,"26","Prss34",0.479,0.39497984693759
"Ccl31",4.39596681154959e-18,0.646313826136181,1,0.565,1.57595410194053e-14,"26","Ccl3",0.435,0.353837342842106
"Mcpt81",4.71579612175419e-18,1.49447010236394,1,0.577,1.69061290964888e-14,"26","Mcpt8",0.423,0.342817339871577
"Cebpa1",4.85421892944458e-18,0.111027821579257,1,0.425,1.74023748620588e-14,"26","Cebpa",0.575,0.489038080722621
"Ier31",5.21512243870344e-18,0.570676966035703,1,0.684,1.86962139427518e-14,"26","Ier3",0.316,0.248107861595691
"Fosb2",5.44687963591052e-18,0.19416730501173,1,0.614,1.95270634947392e-14,"26","Fosb",0.386,0.309359421384307
"Gata21",7.60002798383693e-18,0.426720413745942,1,0.537,2.72461003220554e-14,"26","Gata2",0.463,0.379882834971316
"Ikzf2",9.14155594510328e-18,0.131165402399822,0.994,0.355,3.27724780631953e-14,"26","Ikzf2",0.639,0.557372558156962
"Jun5",1.0720606487229e-17,0.374842048128618,1,0.96,3.84333742567158e-14,"26","Jun",0.04,0.0291463456595165
"Lat21",1.21156958951602e-17,0.191892569013276,1,0.609,4.34347697841492e-14,"26","Lat2",0.391,0.313835673938641
"Nfkbia6",1.93930538482712e-17,0.391721519995034,1,0.966,6.95240980460524e-14,"26","Nfkbia",0.034,0.0247366783215065
"Lmo48",2.45183071618695e-17,0.465080512326159,1,0.83,8.78981311753022e-14,"26","Lmo4",0.17,0.128156351490682
"Ifitm12",2.49970703784243e-17,0.584650364741425,1,0.862,8.9614497306651e-14,"26","Ifitm1",0.138,0.103146927103293
"Fut8",3.03986700369279e-17,0.117690170274251,1,0.589,1.08979232082387e-13,"26","Fut8",0.411,0.331880875313568
"Itm2c3",5.60994230098275e-17,0.140455520483607,1,0.683,2.01116431490231e-13,"26","Itm2c",0.317,0.248964823332138
"Csf2rb1",6.33993993521913e-17,0.107707637357245,0.981,0.324,2.27286846677606e-13,"26","Csf2rb",0.657,0.581325758082269
"Rgs26",7.23684078542963e-17,0.320820189532888,1,0.921,2.59440742157652e-13,"26","Rgs2",0.079,0.0581424809965599
"Emilin23",1.36196676863177e-16,0.102194569537994,0.994,0.455,4.88265086554491e-13,"26","Emilin2",0.539,0.45464625660255
"Cd691",1.8565974866134e-16,0.142537703930301,1,0.477,6.65590198950902e-13,"26","Cd69",0.523,0.437330173897298
"Rab44",1.91822904890654e-16,0.102594230856625,1,0.541,6.87685114032993e-13,"26","Rab44",0.459,0.376133138147302
"Osm4",2.00380477972189e-16,0.106167795500875,0.981,0.224,7.18364013530298e-13,"26","Osm",0.757,0.694625322196835
"Casp31",2.30543541613951e-16,0.102546115636657,1,0.473,8.26498596686013e-13,"26","Casp3",0.527,0.441242569626238
"Cyp4f184",2.41243669775256e-16,0.104259052662982,0.968,0.226,8.64858556144293e-13,"26","Cyp4f18",0.742,0.682771241648458
"Itga2b1",3.91633163092843e-16,0.133290625444364,1,0.258,1.40400488968784e-12,"26","Itga2b",0.742,0.668868077782798
"Gng121",4.88617960849929e-16,0.162371603244562,1,0.978,1.751695389647e-12,"26","Gng12",0.022,0.0159575739029763
"Hdc6",8.96373464887006e-16,0.245683306754683,0.994,0.411,3.21349887161991e-12,"26","Hdc",0.583,0.498947421800932
"Alox51",2.44732347512285e-15,0.127685520828872,0.974,0.198,8.77365465831543e-12,"26","Alox5",0.776,0.720494081667612
"Klf63",2.63436145369648e-15,0.144293488002624,1,0.702,9.44418581150188e-12,"26","Klf6",0.298,0.232768962976124
"Gm2a2",3.39607227525439e-15,0.138671780658052,1,0.842,1.2174919106787e-11,"26","Gm2a",0.158,0.118726938570752
"H3f3b4",4.95680398076773e-15,0.443748528818979,1,1,1.77701422710523e-11,"26","H3f3b",0,0
"Srgn6",6.17092984762477e-15,0.572594925526495,1,0.995,2.21227835037348e-11,"26","Srgn",0.005,0.00361125355237883
"Ly6e7",6.69756832868491e-15,0.590379769481241,1,0.999,2.40107824583354e-11,"26","Ly6e",0.001,0.000721527917459226
"Cd639",1.12168971643308e-14,0.675819806435687,1,0.842,4.02125763341258e-11,"26","Cd63",0.158,0.118726938570752
"Dusp18",2.01839857799366e-14,0.190945574141838,1,0.912,7.23595890210726e-11,"26","Dusp1",0.088,0.0649174766813384
"Junb9",3.78782714256591e-14,0.240970005341938,1,0.926,1.35793603060988e-10,"26","Junb",0.074,0.0543922968186277
"Nedd42",8.20622665107829e-14,0.105883069961985,1,0.9,2.94193225441157e-10,"26","Nedd4",0.1,0.0740005814437768
"Apoe4",2.87827699695232e-13,0.437466285786622,1,0.82,1.03186230340741e-09,"26","Apoe",0.18,0.136061549576029
"Lgals13",8.52454309882052e-13,0.509296918065518,1,0.959,3.05604870092716e-09,"26","Lgals1",0.041,0.0298826023945
"Zfp368",9.36027760395072e-13,0.177745023514227,1,0.93,3.35565952101633e-09,"26","Zfp36",0.07,0.0513991525066441
"Ccl96",1.70470634639993e-12,0.210177749528635,1,0.761,6.11137225184376e-09,"26","Ccl9",0.239,0.183605090830879
"Ap3s15",3.49888707247531e-12,0.258878715601095,1,0.896,1.2543510154824e-08,"26","Ap3s1",0.104,0.0770410357638279
"Fos10",1.83997294652418e-11,0.177120915897408,1,0.98,6.59630301328919e-08,"26","Fos",0.02,0.0144995696951152
"Crip17",1.84150036212887e-11,0.372465259928168,1,0.972,6.60177879823199e-08,"26","Crip1",0.028,0.0203404482841756
"S100a103",1.17471317732494e-10,0.158683204553854,1,0.946,4.21134674070991e-07,"26","S100a10",0.054,0.0394882898809755
"Calm22",1.93245961791215e-10,0.194631117648209,1,1,6.92786773021506e-07,"26","Calm2",0,0
"Cd539",2.8291521334131e-10,0.151254660481481,1,0.82,1.0142510398286e-06,"26","Cd53",0.18,0.136061549576029
"Hsp90b12",3.30171758523378e-10,0.191377298716369,1,0.974,1.18366575430631e-06,"26","Hsp90b1",0.026,0.0188780102056895
"Calr5",4.70554621865353e-10,0.392155935423955,1,0.989,1.68693831938729e-06,"26","Calr",0.011,0.00795672382834308
"Alox5ap10",6.11833011038432e-10,0.207913554931769,1,0.97,2.19342134457278e-06,"26","Alox5ap",0.03,0.0218043703183483
"Ubc6",6.5295919612041e-10,0.122323966455344,1,0.999,2.34085871809167e-06,"26","Ubc",0.001,0.000721527917459226
"Napsa5",7.72184634526578e-10,0.123081972807954,1,0.888,2.76828191477778e-06,"26","Napsa",0.112,0.0831412353002459
"Plac86",1.51790220641721e-09,0.569373540951512,1,0.975,5.44167941000569e-06,"26","Plac8",0.025,0.0181473467102592
"Fcgr39",1.78259135523283e-09,0.111643131913385,1,0.617,6.3905900085097e-06,"26","Fcgr3",0.383,0.306680321188425
"Cd97",4.59549419351067e-09,0.126696291540795,0.994,0.676,1.64748466837358e-05,"26","Cd9",0.318,0.250643260698844
"Vim4",7.29141164107817e-09,0.100708016028152,1,0.964,2.61397107332652e-05,"26","Vim",0.036,0.0262050703473939
"Hspa55",1.28922626047498e-08,0.195366013436531,1,0.989,4.62187614380281e-05,"26","Hspa5",0.011,0.00795672382834308
"Cst74",1.30347004915252e-08,0.120844783961917,1,0.843,4.67294012621177e-05,"26","Cst7",0.157,0.117943929031374
"Fcer1g11",1.90566124823591e-07,0.221065135836644,1,0.995,0.000683179557492575,"26","Fcer1g",0.005,0.00361125355237883
"Metap22",2.20974414176593e-07,0.111425279767428,1,0.998,0.000792193274823086,"26","Metap2",0.002,0.00144341686966884
"Ssr43",3.36829990225351e-07,0.121283015108753,1,0.994,0.00120753551495788,"26","Ssr4",0.00600000000000001,0.00433459026389112
"Nkg75",5.10266568920303e-06,0.182687127074074,0.994,0.923,0.0182930564957929,"26","Nkg7",0.071,0.0523066470582988
"Cmtm74",7.79557320264454e-06,0.169694541123857,1,0.998,0.0279471299314807,"26","Cmtm7",0.002,0.00144341686966884
"Ctsg5",6.85530353687987e-05,0.287641605265902,0.987,0.895,0.245762631797143,"26","Ctsg",0.092,0.0683940241912161
"Rpl105",8.63338809872689e-05,0.133755262731549,1,1,0.309506963339359,"26","Rpl10",0,0
"Tyrobp10",0.000208154645735695,0.106741673812296,1,0.996,0.746234404962466,"26","Tyrobp",0.004,0.00288827932482635
"Ms4a36",0.000846118954356001,0.11683875329474,0.981,0.827,1,"26","Ms4a3",0.154,0.116752246261998
"Tmsb4x15",0.00501929083890475,0.198362394160285,1,1,1,"26","Tmsb4x",0,0
"Ppfia4",1.71401670711679e-19,0.11475976745621,1,0.081,6.14474989501369e-16,"27","Ppfia4",0.919,0.887633476927437
"Siglech",2.43220280439439e-19,0.51158314175556,1,0.166,8.7194470537539e-16,"27","Siglech",0.834,0.778432211461591
"Cox6a2",3.17070751037928e-19,0.411222934008575,1,0.181,1.13669864247097e-15,"27","Cox6a2",0.819,0.75999103526493
"Tmem229b",4.23948541908839e-19,0.107853103482992,1,0.185,1.51985552274319e-15,"27","Tmem229b",0.815,0.755112940876465
"Ccr9",4.34389472585516e-19,0.119080482499942,0.98,0.015,1.55728625921907e-15,"27","Ccr9",0.965,0.964020702894433
"Ccnd1",4.74648108133041e-19,0.127175142718007,0.99,0.054,1.70161346765695e-15,"27","Ccnd1",0.936,0.916893563793796
"Lair1",5.4523855981631e-19,0.154016418095122,0.99,0.131,1.95468023694147e-15,"27","Lair1",0.859,0.815169501441191
"Klk1",1.37270065527751e-18,0.10084779260551,0.939,0.01,4.92113184916987e-15,"27","Klk1",0.929,0.940957510467635
"Pltp",1.50025877929777e-18,0.120993620319195,0.969,0.037,5.37842772378251e-15,"27","Pltp",0.932,0.925047217088328
"Rnase61",1.56028022743128e-18,0.327740704211037,1,0.314,5.59360461534112e-15,"27","Rnase6",0.686,0.606034724339757
"Runx2",2.19601652358951e-18,0.208794691654091,1,0.208,7.8727192370684e-15,"27","Runx2",0.792,0.727379545337008
"Atp1b11",2.45821610734618e-18,0.167121786351666,0.98,0.18,8.81270474483605e-15,"27","Atp1b1",0.8,0.746713570717768
"Ctsl1",6.00591503770164e-18,0.325593933642934,1,0.323,2.15312054101604e-14,"27","Ctsl",0.677,0.59618693838341
"Irf81",9.69617500325384e-18,0.864637700448447,1,0.751,3.4760787386665e-14,"27","Irf8",0.249,0.191820916228529
"Pld43",9.9140651383688e-18,0.33985382330961,1,0.28,3.55419235210521e-14,"27","Pld4",0.72,0.643856189774725
"Bst21",1.13409364669207e-17,0.691765329668007,1,0.876,4.06572572339108e-14,"27","Bst2",0.124,0.0923401721467105
"Tcf4",1.22906231525614e-17,0.338206624372694,1,0.511,4.40618840019325e-14,"27","Tcf4",0.489,0.404496339497258
"Nucb2",2.37037610454681e-17,0.101889172554837,0.98,0.221,8.4977983348003e-14,"27","Nucb2",0.759,0.697437229979569
"Dnajc71",3.10296269858673e-17,0.243420275329767,1,0.938,1.11241212744334e-13,"27","Dnajc7",0.0620000000000001,0.0454314292470061
"Ly6d3",3.25504309672591e-17,0.530777899023275,1,0.517,1.16693295017624e-13,"27","Ly6d",0.483,0.398778914415054
"Cd71",4.61797344167745e-17,0.286529780857873,1,0.145,1.65554347884137e-13,"27","Cd7",0.855,0.804652401677781
"Mpeg14",4.68407875887252e-17,0.393251495789223,1,0.413,1.6792422350558e-13,"27","Mpeg1",0.587,0.501238534328148
"Ly861",4.90177723670139e-17,0.185620098737969,1,0.331,1.75728713935745e-13,"27","Ly86",0.669,0.587489428750195
"Spib2",6.71548081566697e-17,0.11318086724652,0.959,0.149,2.40749987241661e-13,"27","Spib",0.81,0.769738599621474
"Bmyc",1.04204052073089e-16,0.10879616668908,1,0.596,3.73571526682024e-13,"27","Bmyc",0.404,0.325539348439741
"Unc93b14",1.50898441326341e-16,0.201149957120866,1,0.726,5.40970912154932e-13,"27","Unc93b1",0.274,0.212567535483132
"Sell6",2.37011285599192e-16,0.241105022460562,1,0.858,8.49685458873105e-13,"27","Sell",0.142,0.106249498279434
"Ptms2",2.74312042812741e-16,0.12723708697702,1,0.471,9.83408673483675e-13,"27","Ptms",0.529,0.443202753407257
"Grn4",2.81119603175079e-16,0.390077432263149,1,0.853,1.00781377738266e-12,"27","Grn",0.147,0.110137118634821
"Ctsh3",3.73128806009679e-16,0.303641738006779,1,0.538,1.3376667695447e-12,"27","Ctsh",0.462,0.37894449670026
"Psap6",7.26465045871756e-16,0.621561693034682,1,0.967,2.60437718945024e-12,"27","Psap",0.033,0.0240030423835567
"Cd683",9.37570504119648e-16,0.126578731951453,1,0.236,3.36119025726894e-12,"27","Cd68",0.764,0.694321256757713
"Ahnak2",2.35821374993043e-15,0.130043703414849,1,0.214,8.4541962935006e-12,"27","Ahnak",0.786,0.720231578406405
"Fyb2",3.38280598466734e-15,0.181824443951895,1,0.603,1.21273594550324e-11,"27","Fyb",0.397,0.319225574507539
"Pafah1b32",6.22698501412696e-15,0.105570847478316,1,0.669,2.23237412756452e-11,"27","Pafah1b3",0.331,0.261016045299488
"Ier51",9.06797342159102e-15,0.104038848087999,0.99,0.444,3.25086847164038e-11,"27","Ier5",0.546,0.46269768854384
"Bcl11a",1.04908430763851e-14,0.127810891720887,1,0.731,3.76096724288407e-11,"27","Bcl11a",0.269,0.208394275295449
"Lsp19",2.54963229960316e-14,0.326824373753572,1,0.849,9.14043179407731e-11,"27","Lsp1",0.151,0.113254775257891
"Ctsb8",2.86716140310261e-14,0.418581460302274,1,0.958,1.02787736301228e-10,"27","Ctsb",0.042,0.0306192350583919
"Tsc22d11",3.02210255749904e-14,0.210006101004386,1,0.758,1.0834237668634e-10,"27","Tsc22d1",0.242,0.186064929518683
"Ctss7",6.66131504009676e-14,0.258241270932046,1,0.514,2.38808144187469e-10,"27","Ctss",0.486,0.401634794676355
"Ctsz2",8.66640520560554e-14,0.190509074844852,1,0.953,3.10690626620958e-10,"27","Ctsz",0.047,0.0343080507752956
"Cd746",1.10765198981127e-13,0.588001569188432,1,0.811,3.97093238347339e-10,"27","Cd74",0.189,0.143213453711919
"Selplg6",1.15832477636918e-13,0.269759799292348,1,0.918,4.15259432328351e-10,"27","Selplg",0.082,0.060397279643956
"H2-Aa5",1.56686229575751e-13,0.327149862002612,1,0.569,5.61720133029069e-10,"27","H2-Aa",0.431,0.35015464769399
"Ly6e8",2.04961673045433e-13,0.424883700370406,1,0.999,7.34787597867876e-10,"27","Ly6e",0.001,0.000721527917459226
"H2-DMa3",2.75038434873077e-13,0.177992076129553,1,0.922,9.8601278901998e-10,"27","H2-DMa",0.078,0.0573916638883365
"Lgals14",3.33376067613973e-13,0.478617758434498,1,0.96,1.19515320239609e-09,"27","Lgals1",0.04,0.0291463456595165
"Ly6a2",4.95645340754567e-13,0.137017626573854,0.99,0.354,1.77688854660512e-09,"27","Ly6a",0.636,0.555540691856014
"Tspan132",5.12889111484175e-13,0.200223673999791,1,0.89,1.83870746467077e-09,"27","Tspan13",0.11,0.081613765553652
"H2-Ab15",2.00068647874684e-12,0.293592984028648,1,0.779,7.17246102630742e-09,"27","H2-Ab1",0.221,0.168933489394927
"Dntt4",3.10957345622953e-12,0.164034896952026,0.959,0.51,1.11478208405829e-08,"27","Dntt",0.449,0.375568848055146
"Mef2c",4.38626336447917e-12,0.122541460546716,1,0.771,1.57247541616578e-08,"27","Mef2c",0.229,0.175435787910173
"Cst37",1.28985732871462e-11,0.284225403439105,1,0.999,4.6241385234419e-08,"27","Cst3",0.001,0.000721527917459226
"Gm2a3",1.67278040488543e-11,0.140498411973197,1,0.844,5.99691775151426e-08,"27","Gm2a",0.156,0.117161344232749
"Apobec34",2.42810121551363e-11,0.110717185920449,1,0.945,8.70474285761635e-08,"27","Apobec3",0.055,0.040229844788533
"Btg29",4.77720251726127e-11,0.120634366648654,1,0.868,1.71262710243816e-07,"27","Btg2",0.132,0.0985055449524253
"H2-Eb15",7.86587234797274e-11,0.188983094366249,0.949,0.485,2.81991523674823e-07,"27","H2-Eb1",0.464,0.392271159569762
"Tyrobp12",1.23038910151836e-10,0.483342493123216,1,0.996,4.41094492894331e-07,"27","Tyrobp",0.004,0.00288827932482635
"Psmb84",1.93149756225058e-10,0.182609348833257,1,0.993,6.92441876066834e-07,"27","Psmb8",0.00700000000000001,0.00505828982302899
"Ifi27l2a9",2.98826266677354e-10,0.110062295988138,1,0.753,1.07129216603831e-06,"27","Ifi27l2a",0.247,0.190174003902549
"Hsp90b13",2.13116914080009e-09,0.139969487325636,1,0.974,7.64024136976833e-06,"27","Hsp90b1",0.026,0.0188780102056895
"Cd5310",5.917371477432e-09,0.121828661256992,1,0.821,2.12137767465937e-05,"27","Cd53",0.179,0.135269077685249
"Fth18",8.2466814743387e-09,0.391731360305147,1,0.999,2.95643530855042e-05,"27","Fth1",0.001,0.000721527917459226
"Jun6",1.03146550590169e-08,0.117386559009883,1,0.96,3.69780383865755e-05,"27","Jun",0.04,0.0291463456595165
"Ramp14",5.3410334814097e-08,0.138239796784355,1,0.951,0.000191476050308538,"27","Ramp1",0.049,0.0357862220530607
"Ighm6",8.79671503107819e-08,0.105588571752431,1,0.853,0.000315362233864153,"27","Ighm",0.147,0.110137118634821
"Plac87",1.60854920733667e-07,0.271023568127844,1,0.976,0.000576664890830195,"27","Plac8",0.024,0.0174170530774094
"Klf29",2.37551871732034e-07,0.100092315114114,1,0.956,0.000851623460159341,"27","Klf2",0.044,0.0320936297098533
"Tmsb108",2.60711600878012e-07,0.224032941698329,1,0.991,0.000934651089147674,"27","Tmsb10",0.00900000000000001,0.00650677894158448
"Macroh2a13",9.09149481142483e-07,0.171899278234705,0.98,0.802,0.0032593008898958,"27","Macroh2a1",0.178,0.135901419153433
"H3f3b5",6.6325500117374e-06,0.104650320258836,1,1,0.0237776917920786,"27","H3f3b",0,0
"Fcer1g13",7.18956277749175e-06,0.124741220800896,1,0.995,0.0257745825573079,"27","Fcer1g",0.005,0.00361125355237883
"Rpl106",1.56633699196638e-05,0.191817475762464,1,1,0.0561531811619948,"27","Rpl10",0,0
"Ly6c213",7.05620703243213e-05,0.13541764824077,1,0.992,0.252965022112692,"27","Ly6c2",0.00800000000000001,0.00578235259400618
"Ptprcap6",0.000143500433207775,0.104926769841036,1,0.977,0.514449053049872,"27","Ptprcap",0.023,0.0166871289328792
"Mt26",2.82083365144222e-15,0.327268665143281,1,0.285,1.01126886404204e-11,"50","Mt2",0.715,0.638231640580847
"Mrto41",2.91851754582651e-15,0.106229976527009,1,0.767,1.0462885401788e-11,"50","Mrto4",0.233,0.17869796011047
"Eif4ebp12",3.2709565193501e-15,0.116697443557082,1,0.978,1.17263791218701e-11,"50","Eif4ebp1",0.022,0.0159575739029763
"Mthfd14",3.99207802484869e-15,0.176455462644011,1,0.608,1.43115997190825e-11,"50","Mthfd1",0.392,0.314732593483158
"Rexo25",4.16650877971151e-15,0.173234567139417,1,0.889,1.49369339752658e-11,"50","Rexo2",0.111,0.0823772982737175
"Txn23",4.19241156497742e-15,0.122349680439227,1,0.993,1.5029795460444e-11,"50","Txn2",0.00700000000000001,0.00505828982302899
"Lyar4",4.23860583040158e-15,0.152446090419525,1,0.811,1.51954019019896e-11,"50","Lyar",0.189,0.143213453711919
"Tomm403",5.24857325631746e-15,0.130412983981345,1,0.825,1.88161351238981e-11,"50","Tomm40",0.175,0.132103536007345
"Pfdn61",6.65433632631447e-15,0.105240537907612,1,0.922,2.38557957298374e-11,"50","Pfdn6",0.078,0.0573916638883365
"Gadd45gip14",6.85736012006841e-15,0.135735502008215,1,0.967,2.45836360304453e-11,"50","Gadd45gip1",0.033,0.0240030423835567
"Svbp3",6.96787189072988e-15,0.120378297223789,1,0.456,2.49798207282666e-11,"50","Svbp",0.544,0.457989644463391
