"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","log.pct.diff"
"Ybx32",7.08860479449156e-15,0.115064461205416,1,0.654,2.54126481882522e-11,"50","Ybx3",0.346,0.274040765490812
"Phb27",8.09559487838442e-15,0.25780735548042,1,0.992,2.90227076390081e-11,"50","Phb2",0.00800000000000001,0.00578235259400618
"Hspe110",8.55269945919237e-15,0.364859751099462,1,0.99,3.06614275612046e-11,"50","Hspe1",0.01,0.00723156923107573
"Mrpl125",9.24479284916861e-15,0.144525790885659,1,0.935,3.31425823642694e-11,"50","Mrpl12",0.0649999999999999,0.0476664336303143
"Cyc16",9.5165081510711e-15,0.198343379052478,1,0.983,3.41166817215899e-11,"50","Cyc1",0.017,0.012315322433239
"Mdh26",1.00487542032337e-14,0.166223295098693,1,0.999,3.60247838185929e-11,"50","Mdh2",0.001,0.000721527917459226
"Hspd19",1.09153977703531e-14,0.30351547016425,1,0.94,3.91317010067158e-11,"50","Hspd1",0.0600000000000001,0.0439433475875972
"Ppid3",1.22643460620769e-14,0.127470078218242,1,0.869,4.39676806325457e-11,"50","Ppid",0.131,0.0977334309169291
"Cct76",1.38900058002183e-14,0.185915365744955,1,0.996,4.97956707937825e-11,"50","Cct7",0.004,0.00288827932482635
"Psmd74",1.42747493162938e-14,0.165075806142607,1,0.974,5.11749762989133e-11,"50","Psmd7",0.026,0.0188780102056895
"Eif2s12",1.54567423448762e-14,0.128294319451044,1,0.931,5.54124213063812e-11,"50","Eif2s1",0.069,0.0506518357114366
"Ddx39a1",1.56254195308043e-14,0.10531096500328,1,0.46,5.60171290179334e-11,"50","Ddx39a",0.54,0.454031630894707
"Car110",1.66136239923425e-14,0.693840815579703,1,0.644,5.95598420125477e-11,"50","Car1",0.356,0.282789700980404
"Eloc1",1.81430657162263e-14,0.107764207445344,1,0.93,6.50428905926713e-11,"50","Eloc",0.07,0.0513991525066441
"Nme111",1.9723859183965e-14,0.285897713206908,1,0.986,7.07100351745144e-11,"50","Nme1",0.014,0.0101343771337131
"Ces2g7",2.06314214061195e-14,0.14632041966038,1,0.255,7.39636457409386e-11,"50","Ces2g",0.745,0.672312635823953
"Mrps243",2.13179017654309e-14,0.120665927371342,1,0.993,7.64246778290697e-11,"50","Mrps24",0.00700000000000001,0.00505828982302899
"Tmem1471",2.24144863006623e-14,0.11368234738128,1,0.934,8.03559333878743e-11,"50","Tmem147",0.0659999999999999,0.0484122051852456
"C1qbp10",2.50820657213004e-14,0.242253432071695,1,0.945,8.99192056108619e-11,"50","C1qbp",0.055,0.040229844788533
"Atp5g112",2.51265474624835e-14,0.357048685033459,1,0.992,9.00786726530033e-11,"50","Atp5g1",0.00800000000000001,0.00578235259400618
"Emg12",2.57335226254081e-14,0.125323911000537,1,0.993,9.22546786120881e-11,"50","Emg1",0.00700000000000001,0.00505828982302899
"Ndufs74",2.64343525317259e-14,0.129214988665015,1,0.999,9.47671538262375e-11,"50","Ndufs7",0.001,0.000721527917459226
"Ndufab15",2.71347529550454e-14,0.145536162566812,1,0.966,9.72780893438378e-11,"50","Ndufab1",0.034,0.0247366783215065
"Bag15",3.09473751123399e-14,0.120432083428215,1,1,1.10946339777738e-10,"50","Bag1",0,0
"Sfxn12",3.1804393394531e-14,0.121584267590034,1,0.939,1.14018750319394e-10,"50","Sfxn1",0.0610000000000001,0.0446871965552945
"Mrpl206",3.26962041409178e-14,0.150404149803351,1,0.994,1.1721589184519e-10,"50","Mrpl20",0.00600000000000001,0.00433459026389112
"Psmd6",3.34654125240584e-14,0.100599984728649,1,0.969,1.19973503898749e-10,"50","Psmd6",0.031,0.0225368887605336
"Cox6b24",3.42645133172078e-14,0.149139004844248,1,0.875,1.2283828024219e-10,"50","Cox6b2",0.125,0.0931094043914815
"Pla2g12a3",3.47318783362397e-14,0.163176975473559,1,0.331,1.24513783835419e-10,"50","Pla2g12a",0.669,0.587489428750195
"Sphk13",3.63652241521802e-14,0.146716393063825,1,0.159,1.30369328585566e-10,"50","Sphk1",0.841,0.787119433655615
"Mrpl424",3.63880701457016e-14,0.11568406003815,1,0.972,1.3045123147234e-10,"50","Mrpl42",0.028,0.0203404482841756
"Mrpl527",3.72102639964226e-14,0.22232227449686,1,0.946,1.33398796427175e-10,"50","Mrpl52",0.054,0.0394882898809755
"Eif3d1",3.83445247328411e-14,0.102272573981563,1,0.99,1.37465121167235e-10,"50","Eif3d",0.01,0.00723156923107573
"C1qtnf124",3.86927443220664e-14,0.244778095143886,1,0.196,1.38713488394608e-10,"50","C1qtnf12",0.804,0.741782610463982
"Minpp15",4.02730564976912e-14,0.178884656144769,1,0.434,1.44378907544223e-10,"50","Minpp1",0.566,0.479954975960182
"Snu134",4.15253663999366e-14,0.151679671191617,1,0.893,1.48868438543773e-10,"50","Snu13",0.107,0.079325588958382
"Vdac21",4.26843139723909e-14,0.109042078361729,1,1,1.53023265591021e-10,"50","Vdac2",0,0
"Mns15",4.48817676920952e-14,0.164019681402792,1,0.416,1.60901137176161e-10,"50","Mns1",0.584,0.49817873457909
"Tomm223",4.49028334907788e-14,0.139725646229514,1,1,1.60976658064442e-10,"50","Tomm22",0,0
"Tcp15",4.49965599339557e-14,0.1417149295309,1,0.987,1.61312667363231e-10,"50","Tcp1",0.013,0.00940812741241696
"Phf5a4",4.74483290048281e-14,0.188025342754836,1,0.99,1.70102259482309e-10,"50","Phf5a",0.01,0.00723156923107573
"Hdgf9",5.01006550367312e-14,0.289202691043785,1,0.996,1.79610848306681e-10,"50","Hdgf",0.004,0.00288827932482635
"Exosc81",5.06459254361959e-14,0.100995695172062,1,0.862,1.81565642688762e-10,"50","Exosc8",0.138,0.103146927103293
"Txnl17",5.14141620268696e-14,0.220766551027062,1,0.997,1.84319770866327e-10,"50","Txnl1",0.003,0.00216566721811454
"Eif2s25",6.0192362330511e-14,0.207558195330443,1,0.999,2.15789618954882e-10,"50","Eif2s2",0.001,0.000721527917459226
"Asns3",6.12216639452186e-14,0.140853221797699,1,0.205,2.19479665243609e-10,"50","Asns",0.795,0.730966853544763
"Lsm22",6.67093785465723e-14,0.10269635318318,1,0.955,2.39153122089462e-10,"50","Lsm2",0.045,0.0328313924673725
"Mt111",6.81108471231244e-14,0.349440301712955,1,0.818,2.44177386936401e-10,"50","Mt1",0.182,0.13764780046798
"Pdap16",6.86614193385945e-14,0.177210570627698,1,0.99,2.46151188328861e-10,"50","Pdap1",0.01,0.00723156923107573
"Hsp90aa110",6.87673193367403e-14,0.414774529333478,1,0.998,2.46530839822214e-10,"50","Hsp90aa1",0.002,0.00144341686966884
"Gstm54",7.50702416613685e-14,0.1211564225405,1,0.381,2.69126816356006e-10,"50","Gstm5",0.619,0.534286680404036
"Atp5g36",8.03776346775307e-14,0.188857181340961,1,0.993,2.88153820318947e-10,"50","Atp5g3",0.00700000000000001,0.00505828982302899
"Ndufa54",8.45261769541001e-14,0.157219084795089,1,0.991,3.03026344380449e-10,"50","Ndufa5",0.00900000000000001,0.00650677894158448
"Psma52",8.908166365119e-14,0.11542611280715,1,0.986,3.19357764189516e-10,"50","Psma5",0.014,0.0101343771337131
"Aplp23",9.28159800755687e-14,0.103362188393154,1,0.37,3.32745288570914e-10,"50","Aplp2",0.63,0.545824106814198
"Psmb43",9.60531954829182e-14,0.111037793634396,1,0.999,3.44350705806262e-10,"50","Psmb4",0.001,0.000721527917459226
"Dynll15",9.897855201456e-14,0.172061924002442,1,1,3.54838108972197e-10,"50","Dynll1",0,0
"Dnajc19",1.01475418183323e-13,0.100368541569721,1,0.976,3.63789374187213e-10,"50","Dnajc19",0.024,0.0174170530774094
"Eif3g5",1.01578336059283e-13,0.145622848282443,1,0.984,3.6415833477253e-10,"50","Eif3g",0.016,0.0115879742752118
"Pdcd51",1.12286960639127e-13,0.104281584840168,1,0.991,4.0254875389127e-10,"50","Pdcd5",0.00900000000000001,0.00650677894158448
"Slirp1",1.21733402686301e-13,0.10474372003143,1,0.941,4.36414248630388e-10,"50","Slirp",0.0590000000000001,0.0431998819484235
"Ran15",1.22060804569982e-13,0.347427428484777,1,0.998,4.37587984383386e-10,"50","Ran",0.002,0.00144341686966884
"Tomm203",1.24605583142645e-13,0.13610057808433,1,0.988,4.46711015566382e-10,"50","Tomm20",0.012,0.00868224309980077
"Tomm53",1.35203710963649e-13,0.140065100117161,1,0.936,4.84705303804681e-10,"50","Tomm5",0.0639999999999999,0.0469210473874927
"Atp5b11",1.38991089846086e-13,0.338989089048872,1,1,4.98283057098217e-10,"50","Atp5b",0,0
"Necap23",1.57619246806369e-13,0.121583073067375,1,0.914,5.65064999800833e-10,"50","Necap2",0.086,0.0634091701760615
"Psmb32",1.5798676007343e-13,0.128845995171416,1,1,5.66382534863248e-10,"50","Psmb3",0,0
"Polr1d1",1.65745295121683e-13,0.102786060442301,1,0.999,5.94196883011235e-10,"50","Polr1d",0.001,0.000721527917459226
"Uqcrfs13",1.65938086752902e-13,0.118730025527742,1,0.999,5.94888041009152e-10,"50","Uqcrfs1",0.001,0.000721527917459226
"Psmc22",1.65965645402451e-13,0.112023796008911,1,0.958,5.94986838767786e-10,"50","Psmc2",0.042,0.0306192350583919
"Cacybp5",1.66269071100455e-13,0.155827181008683,1,0.965,5.96074619895131e-10,"50","Cacybp",0.035,0.0254706875161182
"Chchd29",1.70710353033989e-13,0.246979442353934,1,1,6.1199661562685e-10,"50","Chchd2",0,0
"Ncl12",1.80213493772366e-13,0.33523132894675,1,1,6.46065375173934e-10,"50","Ncl",0,0
"Smim12",2.44962739618918e-13,0.126802236676039,1,0.173,8.7819142153382e-10,"50","Smim1",0.827,0.769796986633579
"Uqcr106",2.50977319114335e-13,0.187534843471984,1,0.999,8.99753689024891e-10,"50","Uqcr10",0.001,0.000721527917459226
"Cct22",2.84907460668991e-13,0.11825430714085,1,0.996,1.02139324649833e-09,"50","Cct2",0.004,0.00288827932482635
"Ppm1g4",2.85790419466631e-13,0.157900203642316,1,0.922,1.02455865378787e-09,"50","Ppm1g",0.078,0.0573916638883365
"Nolc11",2.86150637325382e-13,0.103266524754702,1,0.692,1.02585003481149e-09,"50","Nolc1",0.308,0.241270431542137
"Mrpl185",3.16811035381939e-13,0.16332634344614,1,0.99,1.13576756184425e-09,"50","Mrpl18",0.01,0.00723156923107573
"Anp32b10",3.16965257620489e-13,0.302717771875834,1,0.997,1.13632044856945e-09,"50","Anp32b",0.003,0.00216566721811454
"Gtf2a22",3.32567229120798e-13,0.113070365192724,1,0.988,1.19225351639806e-09,"50","Gtf2a2",0.012,0.00868224309980077
"Psmd4",3.40731989351113e-13,0.100698402509674,1,0.999,1.22152418182374e-09,"50","Psmd4",0.001,0.000721527917459226
"Cct89",3.59743409740553e-13,0.183081145188422,1,0.992,1.28968012391988e-09,"50","Cct8",0.00800000000000001,0.00578235259400618
"Slc38a54",3.93052016249651e-13,0.145844712654834,1,0.185,1.409091478255e-09,"50","Slc38a5",0.815,0.755112940876465
"Nudt92",4.13244552153924e-13,0.113561202062534,1,0.379,1.48148171947182e-09,"50","Nudt9",0.621,0.536377543148107
"Ndufb102",4.28873320333418e-13,0.114833193331088,1,0.999,1.5375108533953e-09,"50","Ndufb10",0.001,0.000721527917459226
"Cox5b8",4.29768816976441e-13,0.185522401595312,1,1,1.54072120886054e-09,"50","Cox5b",0,0
"Hars2",4.48230687678799e-13,0.10707293650104,1,0.761,1.6069070153285e-09,"50","Hars",0.239,0.183605090830879
"Ndufb99",4.76209817083962e-13,0.253116368470298,1,1,1.707212194246e-09,"50","Ndufb9",0,0
"Klf18",4.81628288577896e-13,0.340151008335334,1,0.312,1.72663741455176e-09,"50","Klf1",0.688,0.608232280044003
"Nhp211",4.88296171499169e-13,0.202571683941072,1,0.971,1.75054177482452e-09,"50","Nhp2",0.029,0.0210722236186012
"Ermap7",5.17645571196055e-13,0.247838685354307,1,0.231,1.85575937273786e-09,"50","Ermap",0.769,0.70016923817763
"Eef1d8",5.26559763711878e-13,0.195928417431524,1,0.999,1.88771675290708e-09,"50","Eef1d",0.001,0.000721527917459226
"Cox175",5.83330388595095e-13,0.164530422249864,1,0.995,2.09123944311341e-09,"50","Cox17",0.005,0.00361125355237883
"Ndufa123",6.12227523723278e-13,0.121075396387978,1,0.989,2.19483567254795e-09,"50","Ndufa12",0.011,0.00795672382834308
"Odc18",6.64629325399795e-13,0.262491203324793,1,0.695,2.38269613155827e-09,"50","Odc1",0.305,0.238714726638381
"Chchd108",6.8273827604116e-13,0.170053763069871,1,0.752,2.44761671960756e-09,"50","Chchd10",0.248,0.190997225060914
"Eif3m2",6.9448471319545e-13,0.113435896398128,1,0.999,2.48972769680569e-09,"50","Eif3m",0.001,0.000721527917459226
"Eif3i3",7.31884858943506e-13,0.117049658053703,1,0.995,2.62380721931247e-09,"50","Eif3i",0.005,0.00361125355237883
"Snrpd16",7.32230297032479e-13,0.14456422653007,1,0.996,2.62504561486144e-09,"50","Snrpd1",0.004,0.00288827932482635
"Bola39",7.48313271207299e-13,0.210327722478631,1,0.897,2.68270307727817e-09,"50","Bola3",0.103,0.0762803212506114
"Bcas23",7.49137033515584e-13,0.107425966389459,1,0.995,2.68565626515337e-09,"50","Bcas2",0.005,0.00361125355237883
"Cox7c6",7.49725948247219e-13,0.206143832468724,1,1,2.68776752446628e-09,"50","Cox7c",0,0
"Lmna3",7.84972750615306e-13,0.171102368956484,1,0.185,2.81412731095587e-09,"50","Lmna",0.815,0.755112940876465
"Psma32",8.07498199068083e-13,0.110674826810245,1,0.996,2.89488104365908e-09,"50","Psma3",0.004,0.00288827932482635
"Cox7a29",8.09525472722919e-13,0.182080412870607,1,0.999,2.90214881971166e-09,"50","Cox7a2",0.001,0.000721527917459226
"Dut7",8.10033025488304e-13,0.293302136445619,1,0.966,2.90396839637557e-09,"50","Dut",0.034,0.0247366783215065
"Hnrnpab9",8.10159959619195e-13,0.188383095872543,1,0.982,2.90442345523481e-09,"50","Hnrnpab",0.018,0.0130430374755988
"Slc29a11",8.2828171793992e-13,0.108396522922014,1,0.635,2.96938995881461e-09,"50","Slc29a1",0.365,0.290709364276642
"Pabpc45",8.64891645306478e-13,0.167902886484544,1,0.837,3.10063654842372e-09,"50","Pabpc4",0.163,0.122648373550737
"Selenbp11",8.66063089530416e-13,0.103980719868368,1,0.584,3.10483617596654e-09,"50","Selenbp1",0.416,0.336427664582477
"E2f44",8.67349053524743e-13,0.167397041475916,1,0.82,3.1094463568862e-09,"50","E2f4",0.18,0.136061549576029
"Uqcr1111",9.16835900041912e-13,0.205509394584953,1,0.996,3.28685670165025e-09,"50","Uqcr11",0.004,0.00288827932482635
"Cox6a19",9.65638933763108e-13,0.252077819526567,1,1,3.46181557754074e-09,"50","Cox6a1",0,0
"Rps27l12",9.89985136291686e-13,0.270042355821632,1,0.998,3.54909671360569e-09,"50","Rps27l",0.002,0.00144341686966884
"Rhd7",1.07568383413426e-12,0.467236254495898,1,0.279,3.85632654537133e-09,"50","Rhd",0.721,0.64498373578045
"Rhag4",1.10963883969561e-12,0.118630751818534,1,0.177,3.97805524030878e-09,"50","Rhag",0.823,0.764885679623643
"Cpox7",1.12509976719456e-12,0.339545874952243,1,0.289,4.03348266539248e-09,"50","Cpox",0.711,0.633747736300436
"Cldn136",1.16084179773826e-12,0.321791951830482,1,0.252,4.16161784489167e-09,"50","Cldn13",0.748,0.675765437729469
"Slc43a14",1.28426073212888e-12,0.105575236688036,1,0.249,4.60407472468202e-09,"50","Slc43a1",0.751,0.679226523054129
"Slc25a36",1.40336606698698e-12,0.183275129008137,1,1,5.03106735014832e-09,"50","Slc25a3",0,0
"Serbp112",1.47721092990297e-12,0.265610451371843,1,1,5.29580118370216e-09,"50","Serbp1",0,0
"Kcnn45",1.48414561214044e-12,0.121623256743796,1,0.762,5.32066201952348e-09,"50","Kcnn4",0.238,0.182786075741673
"Fkbp47",1.5104549018379e-12,0.156425890736478,1,0.925,5.41498082308888e-09,"50","Fkbp4",0.075,0.0551415541924608
"Micos101",1.54396360019493e-12,0.103049647167404,1,0.817,5.53510950669883e-09,"50","Micos10",0.183,0.138441580427971
"Timm132",1.62704367269455e-12,0.116181902532106,1,0.994,5.83295156660996e-09,"50","Timm13",0.00600000000000001,0.00433459026389112
"Alad7",1.63034482043879e-12,0.34906976487975,1,0.679,5.84478618127308e-09,"50","Alad",0.321,0.252397769725057
"Snrpe7",1.66842794732118e-12,0.154748580360821,1,0.999,5.98131419114644e-09,"50","Snrpe",0.001,0.000721527917459226
"Ifrd26",1.70400150848276e-12,0.215627024429305,1,0.614,6.10884540791069e-09,"50","Ifrd2",0.386,0.309359421384307
"Aqp18",1.83911461743048e-12,0.4077514282469,1,0.463,6.59322590348826e-09,"50","Aqp1",0.537,0.4510702305236
"Hemgn6",1.90565704155763e-12,0.233286235631575,1,0.375,6.83178049398409e-09,"50","Hemgn",0.625,0.540568381362703
"Srsf310",1.98635021367319e-12,0.189666229583703,1,1,7.12106551601837e-09,"50","Srsf3",0,0
"Hebp18",2.00364617071762e-12,0.27857376500345,1,0.358,7.18307152202265e-09,"50","Hebp1",0.642,0.558516520417355
"Atp5o8",2.03482828887462e-12,0.162731898108706,1,0.998,7.29485941561552e-09,"50","Atp5o",0.002,0.00144341686966884
"Cct43",2.18898975756972e-12,0.115969808244941,1,1,7.84752828088745e-09,"50","Cct4",0,0
"Ndufs61",2.23725356324998e-12,0.105409597537177,1,0.997,8.02055402425117e-09,"50","Ndufs6",0.003,0.00216566721811454
"Tmem14c8",2.24908549872423e-12,0.474715168947039,1,0.993,8.06297151292637e-09,"50","Tmem14c",0.00700000000000001,0.00505828982302899
"Prdx34",2.2745407298252e-12,0.14503759621475,1,0.869,8.15422851642334e-09,"50","Prdx3",0.131,0.0977334309169291
"Eif112",2.80550240017798e-12,0.297824639157084,1,1,1.0057726104638e-08,"50","Eif1",0,0
"Glrx512",2.94272829664734e-12,0.513364417491152,1,0.946,1.05496809434807e-08,"50","Glrx5",0.054,0.0394882898809755
"Tspan334",2.95858105858463e-12,0.170030355446981,1,0.23,1.06065130950259e-08,"50","Tspan33",0.77,0.701341684435485
"Atp5k9",3.02120715159576e-12,0.147524566792628,1,0.996,1.08310276384708e-08,"50","Atp5k",0.004,0.00288827932482635
"Tfrc6",3.06585353219047e-12,0.222704501943434,1,0.62,1.09910849129028e-08,"50","Tfrc",0.38,0.3040061868901
"Gpx45",3.09159474079275e-12,0.220742212636923,1,1,1.1083367145742e-08,"50","Gpx4",0,0
"Pa2g48",3.32291261818912e-12,0.182184822883842,1,0.955,1.1912641736208e-08,"50","Pa2g4",0.045,0.0328313924673725
"Car213",3.37607921619464e-12,1.17763990050486,1,0.817,1.21032439900578e-08,"50","Car2",0.183,0.138441580427971
"Atpif111",3.41788519420464e-12,0.585892367240834,1,0.998,1.22531184212236e-08,"50","Atpif1",0.002,0.00144341686966884
"Hnrnpd2",3.669841394881e-12,0.103418888046731,1,0.955,1.31563814006484e-08,"50","Hnrnpd",0.045,0.0328313924673725
"U2af12",3.75226631966305e-12,0.109144353877662,1,0.996,1.34518747559921e-08,"50","U2af1",0.004,0.00288827932482635
"Lsm42",4.02898531658456e-12,0.107352507018107,1,0.999,1.44439123599557e-08,"50","Lsm4",0.001,0.000721527917459226
"Hspa95",4.13938286908985e-12,0.127341653954086,1,0.926,1.48396875856871e-08,"50","Hspa9",0.074,0.0543922968186277
"Pgp2",4.24321481660257e-12,0.116148687667502,1,0.781,1.52119251175202e-08,"50","Pgp",0.219,0.167312483560468
"Cct54",4.4571129255458e-12,0.137267537848217,1,0.999,1.59787498380817e-08,"50","Cct5",0.001,0.000721527917459226
"Ctse7",4.55377796263849e-12,0.420938290028071,1,0.554,1.6325293996059e-08,"50","Ctse",0.446,0.364013496254377
"Uqcrq10",4.91816688357553e-12,0.170843903380727,1,0.999,1.76316282776183e-08,"50","Uqcrq",0.001,0.000721527917459226
"Npm114",5.16439624397647e-12,0.339203778760639,1,1,1.85143605346557e-08,"50","Npm1",0,0
"Prdx67",5.55251136764184e-12,0.163969467296345,1,0.997,1.9905753252996e-08,"50","Prdx6",0.003,0.00216566721811454
"Atp5j28",7.41068514875581e-12,0.150641703340031,1,1,2.65673062582896e-08,"50","Atp5j2",0,0
"Hmgn18",7.77079826189473e-12,0.13965990323796,1,0.944,2.78583117688926e-08,"50","Hmgn1",0.056,0.0409717810563061
"Srsf77",7.78417997965782e-12,0.151032483048491,1,0.997,2.79062852270733e-08,"50","Srsf7",0.003,0.00216566721811454
"Uqcrc13",8.16673095098215e-12,0.127239846907612,1,0.994,2.9277730459271e-08,"50","Uqcrc1",0.00600000000000001,0.00433459026389112
"Cox6b113",8.37502486402764e-12,0.19080748574086,1,1,3.00244641375391e-08,"50","Cox6b1",0,0
"Ubac16",8.3993470547983e-12,0.240204942216483,1,0.467,3.01116591914519e-08,"50","Ubac1",0.533,0.447131128988697
"Acp16",8.61703696146113e-12,0.231453830776158,1,0.872,3.08920775068381e-08,"50","Acp1",0.128,0.0954195650786825
"Tspo210",1.10209232399923e-11,0.183229180691928,1,0.289,3.95100098153723e-08,"50","Tspo2",0.711,0.633747736300436
"Rfc42",1.1331303641411e-11,0.10463928780462,1,0.751,4.06227235544585e-08,"50","Rfc4",0.249,0.191820916228529
"Metap29",1.14403401593058e-11,0.384260498777654,1,0.998,4.10136194711113e-08,"50","Metap2",0.002,0.00144341686966884
"Blvrb12",1.16254587719488e-11,0.773295627666754,1,0.72,4.16772696974365e-08,"50","Blvrb",0.28,0.217591435072627
"Mgst36",1.24435631742399e-11,0.209130886803081,1,0.431,4.46101739796499e-08,"50","Mgst3",0.569,0.482976327935419
"Psme34",1.42985176401693e-11,0.116418766719573,1,0.895,5.12601857400068e-08,"50","Psme3",0.105,0.077802151603633
"Hmbs10",1.49867437752751e-11,0.536254872390017,1,0.758,5.37274764343613e-08,"50","Hmbs",0.242,0.186064929518683
"Prdx212",2.12151182248767e-11,0.761625131688834,1,0.985,7.60561988361829e-08,"50","Prdx2",0.015,0.0108609926317669
"Ube2s9",2.43874434445334e-11,0.163706304771074,1,0.932,8.74289847486521e-08,"50","Ube2s",0.0679999999999999,0.0499049058263139
"Gclm9",2.46894105186734e-11,0.234731075301107,1,0.848,8.85115367094441e-08,"50","Gclm",0.152,0.114035243246029
"Bsg9",2.61826133300195e-11,0.286359967867513,1,0.996,9.38646687881199e-08,"50","Bsg",0.004,0.00288827932482635
"Glo15",3.05262484740199e-11,0.108222078333284,1,0.892,1.09436600779361e-07,"50","Glo1",0.108,0.0800879113226918
"Nsun21",3.26302672282592e-11,0.100291868108567,1,0.837,1.16979508013309e-07,"50","Nsun2",0.163,0.122648373550737
"Cox8a10",4.37846804756462e-11,0.152152179860361,1,1,1.56968079505191e-07,"50","Cox8a",0,0
"Urod10",4.83271606082375e-11,0.279113720948699,1,0.848,1.73252870780531e-07,"50","Urod",0.152,0.114035243246029
"Rad23a9",4.84563882346285e-11,0.18201213582919,1,0.762,1.73716151821143e-07,"50","Rad23a",0.238,0.182786075741673
"Dtymk5",5.02195650837021e-11,0.124461283861421,1,0.944,1.80037140825072e-07,"50","Dtymk",0.056,0.0409717810563061
"Dhrs117",6.00437989501414e-11,0.115345091102401,1,0.32,2.15257019236257e-07,"50","Dhrs11",0.68,0.599462070416271
"Cox4i110",6.33151602628279e-11,0.166770216013482,1,1,2.26984849542238e-07,"50","Cox4i1",0,0
"Slc25a378",6.37647767427386e-11,0.152964206530229,1,0.484,2.28596724622718e-07,"50","Slc25a37",0.516,0.430508908041284
"Trim107",6.94825152323654e-11,0.107492938293096,1,0.277,2.4909481710803e-07,"50","Trim10",0.723,0.647241474959363
"Gypa10",7.95891908306952e-11,0.349439381439416,1,0.439,2.85327249128042e-07,"50","Gypa",0.561,0.474933407921789
"Fech10",8.24023043106517e-11,0.227175590403359,1,0.569,2.95412260953686e-07,"50","Fech",0.431,0.35015464769399
"Hagh7",9.1227559673855e-11,0.154537285711583,1,0.596,3.2705080143077e-07,"50","Hagh",0.404,0.325539348439741
"Erh9",9.34099341835039e-11,0.170226971926294,1,0.995,3.34874614047862e-07,"50","Erh",0.005,0.00361125355237883
"Cox7b11",1.00144439499698e-10,0.153195014640425,1,0.998,3.59017815606418e-07,"50","Cox7b",0.002,0.00144341686966884
"Ccna28",1.21709726472798e-10,0.131056330154051,1,0.696,4.3632936940498e-07,"50","Ccna2",0.304,0.237863830098888
"Isg209",1.22011724877777e-10,0.196046481832193,1,0.565,4.37412033686831e-07,"50","Isg20",0.435,0.353837342842106
"Tuba1b14",1.47554573922604e-10,0.342420923573287,1,0.986,5.28983147512536e-07,"50","Tuba1b",0.014,0.0101343771337131
"Slc4a18",1.48567990234058e-10,0.19047623229268,1,0.355,5.32616244989098e-07,"50","Slc4a1",0.645,0.561707148420853
"Smc25",1.50198217579202e-10,0.102229156063417,1,0.696,5.38460610021438e-07,"50","Smc2",0.304,0.237863830098888
"Cycs11",1.50528046935013e-10,0.139802507527491,1,0.972,5.39643048262021e-07,"50","Cycs",0.028,0.0203404482841756
"Nop586",1.57027533801152e-10,0.123678522624243,1,0.895,5.6294370867713e-07,"50","Nop58",0.105,0.077802151603633
"Cct37",1.68400290872915e-10,0.141202490770554,1,0.964,6.03715042779401e-07,"50","Cct3",0.036,0.0262050703473939
"Eif5a13",1.76667215361964e-10,0.277204541616489,1,0.999,6.3335196707264e-07,"50","Eif5a",0.001,0.000721527917459226
"Cd24a13",1.80755652446467e-10,0.545326571710882,1,0.981,6.48009014020584e-07,"50","Cd24a",0.019,0.0137711197726006
"Hspa815",2.02045790675496e-10,0.242635740962837,1,1,7.24334159571652e-07,"50","Hspa8",0,0
"Slc25a515",2.06655475415662e-10,0.282684075728351,1,0.999,7.40859879365149e-07,"50","Slc25a5",0.001,0.000721527917459226
"Nop565",2.25334257778643e-10,0.114385943173408,1,0.892,8.07823314136434e-07,"50","Nop56",0.108,0.0800879113226918
"Isca17",2.9333418970191e-10,0.1323617452747,1,0.648,1.05160307008135e-06,"50","Isca1",0.352,0.279283757478869
"Carhsp16",3.20909943555446e-10,0.110439515199703,1,0.476,1.15046214764627e-06,"50","Carhsp1",0.524,0.438307278601691
"Alas211",3.28169140887261e-10,0.221301450510124,1,0.502,1.17648637008083e-06,"50","Alas2",0.498,0.413115187147815
"Rack111",3.60776212747027e-10,0.203280291899747,1,0.995,1.29338272269809e-06,"50","Rack1",0.005,0.00361125355237883
"Creg110",3.85483762756165e-10,0.211107015432399,1,0.991,1.38195928948085e-06,"50","Creg1",0.00900000000000001,0.00650677894158448
"Snrpg9",3.85483762756165e-10,0.16845553858031,1,0.999,1.38195928948085e-06,"50","Snrpg",0.001,0.000721527917459226
"Fth116",3.85530192371623e-10,0.636109894277004,1,0.999,1.38212573965227e-06,"50","Fth1",0.001,0.000721527917459226
"Hbb-bt6",3.98851779464287e-10,0.230161040328914,1,0.694,1.42988362937947e-06,"50","Hbb-bt",0.306,0.239566125329888
"Hmgb37",4.01640415605397e-10,0.172833840437601,1,0.903,1.43988088994535e-06,"50","Hmgb3",0.097,0.0717244383880653
"Ranbp114",4.11939547000739e-10,0.211516085316542,1,0.99,1.47680327599765e-06,"50","Ranbp1",0.01,0.00723156923107573
"Hba-a110",4.1925595596623e-10,0.45232480505012,1,0.743,1.50303260213893e-06,"50","Hba-a1",0.257,0.198427430536402
"Snca9",4.2124699648539e-10,0.157768699122347,1,0.428,1.51017048240012e-06,"50","Snca",0.572,0.486004020632987
"Hba-a211",5.21202218344631e-10,0.280041901347896,1,0.637,1.8685099527655e-06,"50","Hba-a2",0.363,0.288945678187933
"Btf35",7.43377650894155e-10,0.127836928642083,1,1,2.66500887845555e-06,"50","Btf3",0,0
