"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","log.pct.diff"
"Cox7a25",0.00500385628070917,0.123911563464921,1,0.999,1,"23","Cox7a2",0.001,0.000721527917459226
"Napsa5",0.00600572848095899,0.100897868665771,1,0.89,1,"23","Napsa",0.11,0.081613765553652
"Ap3s14",0.00807611866534627,0.156789091129191,1,0.898,1,"23","Ap3s1",0.102,0.0755200076409777
"Tuba1b4",0.0085840825442385,0.37241774536426,1,0.986,1,"23","Tuba1b",0.014,0.0101343771337131
"Fn1",1.69839010855487e-16,0.164631191702334,1,0.13,6.08872853916921e-13,"24","Fn1",0.87,0.823677227359537
"Ms4a4c",4.32608830219175e-16,0.154512221969055,1,0.192,1.55090265633574e-12,"24","Ms4a4c",0.808,0.746615764199925
"Tgfbi1",4.00982604780018e-15,0.233759054493747,1,0.258,1.43752263813637e-11,"24","Tgfbi",0.742,0.668868077782798
"Ahnak1",8.88646096079171e-15,0.140176527498268,1,0.221,3.18579625444383e-11,"24","Ahnak",0.779,0.711936799674684
"S100a42",1.20400090248666e-14,0.369432310978094,1,0.37,4.31634323541468e-11,"24","S100a4",0.63,0.545824106814198
"Cd68",1.46143417719508e-14,0.143201788247293,1,0.243,5.23924152524437e-11,"24","Cd68",0.757,0.686173703609602
"Csf1r",1.77470746672329e-14,0.110478046731582,1,0.213,6.362326268203e-11,"24","Csf1r",0.787,0.721420449541577
"Ccr2",2.07037245599298e-14,0.198934824534173,1,0.294,7.42228525473485e-11,"24","Ccr2",0.706,0.628162382669579
"Evi2a1",6.023709716799e-14,0.100856832418547,1,0.278,2.15949993347244e-10,"24","Evi2a",0.722,0.646112163715093
"Pld4",6.92239211218828e-14,0.173252272423228,1,0.287,2.4816775722195e-10,"24","Pld4",0.713,0.635987946441385
"Ifi27l2a5",8.82052958002376e-14,0.527246699273085,1,0.755,3.16215985443852e-10,"24","Ifi27l2a",0.245,0.188528969470164
"Smpdl3a2",1.01467026981434e-13,0.260374355937193,1,0.754,3.6375929172844e-10,"24","Smpdl3a",0.246,0.189351252217354
"Mpeg1",1.42876024124343e-13,0.230293867627017,1,0.418,5.12210546485769e-10,"24","Mpeg1",0.582,0.496142467422571
"F13a1",1.50633685729672e-13,0.218505017033269,1,0.466,5.40021763340875e-10,"24","F13a1",0.534,0.448114896528275
"Ifi30",1.73645216399923e-13,0.176660490539385,1,0.484,6.22518100793723e-10,"24","Ifi30",0.516,0.430508908041284
"Ctss3",2.3634566349566e-13,0.469311612708703,1,0.518,8.47299203631942e-10,"24","Ctss",0.482,0.397828209246621
"Ifitm36",4.21381216151624e-13,0.87606246154061,1,0.991,1.51065165990357e-09,"24","Ifitm3",0.00900000000000001,0.00650677894158448
"Lgals37",4.35587130570246e-13,0.798440566653756,1,0.783,1.56157986309433e-09,"24","Lgals3",0.217,0.165693297037092
"Lst17",4.65240243878089e-13,0.299733718660334,1,0.883,1.66788627430295e-09,"24","Lst1",0.117,0.0869670000478588
"Ms4a6b1",6.54853790779614e-13,0.135886510550475,1,0.393,2.34765083994492e-09,"24","Ms4a6b",0.607,0.521804742060834
"Tpd522",7.54790955716072e-13,0.174328792453989,1,0.644,2.70592557624212e-09,"24","Tpd52",0.356,0.282789700980404
"Ctsh",8.24408404511247e-13,0.200814691904006,1,0.543,2.95550413017282e-09,"24","Ctsh",0.457,0.374261938091352
"Ctsc",8.40180587743514e-13,0.193802217518289,1,0.595,3.0120474070605e-09,"24","Ctsc",0.405,0.326443576009855
"Lyz17",9.57104734887823e-13,0.687077856287455,1,0.789,3.43122047457285e-09,"24","Lyz1",0.211,0.160846612610179
"Slfn26",1.03135797068889e-12,0.228705221597614,1,0.48,3.69741832491968e-09,"24","Slfn2",0.52,0.434402824145775
"Ms4a6c",1.11480656640274e-12,0.339025272690263,1,0.727,3.99658154055382e-09,"24","Ms4a6c",0.273,0.211731917133163
"Cebpb3",1.22106359438352e-12,0.285189152934483,1,0.565,4.37751298586491e-09,"24","Cebpb",0.435,0.353837342842106
"Psap2",1.47821463756072e-12,0.655986568276383,1,0.967,5.29939947565518e-09,"24","Psap",0.033,0.0240030423835567
"Anxa51",2.04478772766134e-12,0.1679212775141,1,0.859,7.33056400366592e-09,"24","Anxa5",0.141,0.105473229742606
"Sat15",3.02927851701331e-12,0.281955759425601,1,0.858,1.08599634834927e-08,"24","Sat1",0.142,0.106249498279434
"Lsp17",4.1856994788971e-12,0.442572408076041,1,0.85,1.50057326318461e-08,"24","Lsp1",0.15,0.112474729258412
"Cfp2",4.41436718928792e-12,0.204003829921045,1,0.6,1.58255063735972e-08,"24","Cfp",0.4,0.321928094887362
"Unc93b12",5.69034438157892e-12,0.128180369658096,1,0.728,2.03998846079604e-08,"24","Unc93b1",0.272,0.210896782498619
"Cst33",6.34100758053271e-12,0.471220473921761,1,0.999,2.27325121762098e-08,"24","Cst3",0.001,0.000721527917459226
"Fos5",6.77164234865226e-12,0.683806781746106,1,0.98,2.42763378199184e-08,"24","Fos",0.02,0.0144995696951152
"Ccl65",1.71481062365173e-11,0.897534316167574,1,0.74,6.14759608579146e-08,"24","Ccl6",0.26,0.200912693925996
"Klf28",3.14839162427228e-11,0.333915524859855,1,0.956,1.12869839730161e-07,"24","Klf2",0.044,0.0320936297098533
"Tyrobp8",3.81499635662415e-11,0.948546800458655,1,0.996,1.36767619384976e-07,"24","Tyrobp",0.004,0.00288827932482635
"Emilin22",6.03390457084078e-11,0.111253222111165,1,0.465,2.16315478864642e-07,"24","Emilin2",0.535,0.449099335352477
"Zfp366",7.94797306620217e-11,0.406193605312278,1,0.931,2.84934834423348e-07,"24","Zfp36",0.069,0.0506518357114366
"S100a65",8.46651959787547e-11,1.07753917976136,1,0.906,3.03524727583835e-07,"24","S100a6",0.094,0.069451880752145
"Slfn14",9.86065243674862e-11,0.142001408070642,0.939,0.217,3.53504389857438e-07,"24","Slfn1",0.722,0.671983635393064
"Grn2",1.05810342579463e-10,0.177308377946648,1,0.855,3.79330078147374e-07,"24","Grn",0.145,0.108580813153921
"Anxa27",1.19315178200202e-10,0.509424794369145,1,0.847,4.27744913847725e-07,"24","Anxa2",0.153,0.114816133679649
"Myo1f4",1.59970703471029e-10,0.137733448752998,1,0.53,5.73494971943638e-07,"24","Myo1f",0.47,0.386468347082073
"Ctsb3",1.67618252017672e-10,0.183726688889545,1,0.958,6.00911433483353e-07,"24","Ctsb",0.042,0.0306192350583919
"Mgst17",2.01488940406796e-10,0.338895886401751,1,0.75,7.22337851358363e-07,"24","Mgst1",0.25,0.192645077942396
"Cd529",2.81299599290876e-10,0.752967688669255,1,0.984,1.00845906345779e-06,"24","Cd52",0.016,0.0115879742752118
"Vim3",2.98014805096967e-10,0.298979258358542,1,0.964,1.06838307627263e-06,"24","Vim",0.036,0.0262050703473939
"Alox5ap8",3.78645008516547e-10,0.507672466759798,1,0.971,1.35744235553182e-06,"24","Alox5ap",0.029,0.0210722236186012
"Rgs23",3.90441428134953e-10,0.300791308055748,1,0.922,1.39973251986381e-06,"24","Rgs2",0.078,0.0573916638883365
"Cyp4f182",5.42883144890677e-10,0.107487338588563,0.939,0.239,1.94623607443308e-06,"24","Cyp4f18",0.7,0.646136615966191
"Dusp15",6.5881375574034e-10,0.418300975364754,1,0.913,2.36184731432912e-06,"24","Dusp1",0.087,0.0641631263159748
"Klf64",8.70259968297688e-10,0.148388900374976,1,0.707,3.11988198634721e-06,"24","Klf6",0.293,0.228536941634349
"Shisa54",9.66455539058769e-10,0.142669162493327,1,0.873,3.46474310752569e-06,"24","Shisa5",0.127,0.0946491004190417
"Tmsb106",1.12829587144569e-09,0.545125284904997,1,0.991,4.04494069913279e-06,"24","Tmsb10",0.00900000000000001,0.00650677894158448
"Ftl13",1.84392547636563e-09,0.557388864197661,1,1,6.61047283277077e-06,"24","Ftl1",0,0
"Fcer1g7",2.52283788819203e-09,0.68725794020704,1,0.995,9.04437382916841e-06,"24","Fcer1g",0.005,0.00361125355237883
"Ccl31",3.20301332900337e-09,0.117500340758468,0.97,0.573,1.14828027844771e-05,"24","Ccl3",0.397,0.324676958928052
"Btg27",4.45458075020615e-09,0.168183280389352,1,0.869,1.5969671989489e-05,"24","Btg2",0.131,0.0977334309169291
"Plbd15",7.24430246607999e-09,0.199595862571859,1,0.329,2.59708243408968e-05,"24","Plbd1",0.671,0.589658895385913
"Ppp1r185",1.450212080589e-08,0.102320984013506,1,0.756,5.19901030891157e-05,"24","Ppp1r18",0.244,0.187707155126729
"Hexa2",1.57600451143191e-08,0.112436680987454,1,0.943,5.64997617348338e-05,"24","Hexa",0.0570000000000001,0.0417140990767425
"Ubc3",1.66593825048169e-08,0.193627219736912,1,0.999,5.97238862797685e-05,"24","Ubc",0.001,0.000721527917459226
"Junb5",1.69546729293801e-08,0.351058258504381,1,0.927,6.07825024518278e-05,"24","Junb",0.073,0.053643428366366
"Lyz28",1.75902836498236e-08,1.47435902920016,1,0.997,6.30611668846177e-05,"24","Lyz2",0.003,0.00216566721811454
"Ccl94",2.00888715186225e-08,0.243151877172378,1,0.765,7.20186043942616e-05,"24","Ccl9",0.235,0.180331816503544
"Tmsb4x12",2.12414394254715e-08,1.00758656565,1,1,7.61505603403154e-05,"24","Tmsb4x",0,0
"Itgam6",2.19662904536042e-08,0.126190208848955,1,0.318,7.87491512761709e-05,"24","Itgam",0.682,0.601649629654035
"Crip15",2.77487525334314e-08,0.433521391475142,1,0.973,9.94792778323516e-05,"24","Crip1",0.027,0.0196090439385284
"S100a119",3.91542411250857e-08,0.620853218301048,1,0.979,0.000140367954433432,"24","S100a11",0.021,0.015228387614575
"Fcgr37",4.23028310743555e-08,0.217815709296206,1,0.624,0.000151655649401564,"24","Fcgr3",0.376,0.300448367476911
"Ly6c210",6.77939546908556e-08,0.518494467451024,1,0.992,0.000243041327566717,"24","Ly6c2",0.00800000000000001,0.00578235259400618
"Slpi5",7.8850549939557e-08,0.436564704652443,1,0.946,0.000282679221533312,"24","Slpi",0.054,0.0394882898809755
"Napsa6",1.28560761343304e-07,0.149590641290555,1,0.89,0.000460890329415743,"24","Napsa",0.11,0.081613765553652
"Gm2a",1.7377034316542e-07,0.102576416616604,1,0.845,0.000622966680248032,"24","Gm2a",0.155,0.116379183714329
"Nfkbia4",1.92666231974327e-07,0.145293357551523,1,0.967,0.000690708441627963,"24","Nfkbia",0.033,0.0240030423835567
"Ifitm67",2.32594042154501e-07,0.531276747832791,1,0.864,0.000833849641123887,"24","Ifitm6",0.136,0.101598140007807
"Cd536",2.9629818871875e-07,0.172354167631446,1,0.823,0.00106222900655672,"24","Cd53",0.177,0.133685438622953
"Lilrb4a4",3.26957873086938e-07,0.118220321118374,0.848,0.303,0.00117214397501667,"24","Lilrb4a",0.545,0.504127672847923
"Lcp17",5.82404093417405e-07,0.249941176025236,1,0.942,0.0020879186749014,"24","Lcp1",0.0580000000000001,0.0424567992428949
"Gda4",7.12435170811778e-07,0.133589756917199,1,0.599,0.00255408008736023,"24","Gda",0.401,0.322830061181755
"Selplg3",7.94616388799074e-07,0.170264325483348,1,0.919,0.00284869975384468,"24","Selplg",0.081,0.0596452884667069
"Cyba10",8.75961096709281e-07,0.429829976021723,1,0.997,0.00314032053170277,"24","Cyba",0.003,0.00216566721811454
"Igsf610",1.34575467065866e-06,0.139671200691449,1,0.524,0.00482453049431128,"24","Igsf6",0.476,0.392137097168765
"Cybb9",2.01435536009389e-06,0.339972159180292,1,0.605,0.00722146396593661,"24","Cybb",0.395,0.317426702652421
"Mmp85",2.02407997889907e-06,0.656468400245246,0.879,0.769,0.00725632672435316,"24","Mmp8",0.11,0.0870310187295971
"Msrb19",2.02743401071272e-06,0.273535127207633,1,0.902,0.00726835092840508,"24","Msrb1",0.098,0.0724827538015235
"Mcemp16",2.30451373468401e-06,0.108614331818624,0.939,0.379,0.00826168173884217,"24","Mcemp1",0.56,0.491690346592812
"Limd212",2.49459081954636e-06,0.135714778062442,1,0.982,0.0089431080880737,"24","Limd2",0.018,0.0130430374755988
"Jun4",2.49791877385497e-06,0.166176777403756,1,0.961,0.00895503880427005,"24","Jun",0.039,0.0284104644699381
"Gsr10",2.58617523402128e-06,0.193903943641593,1,0.775,0.00927143821396629,"24","Gsr",0.225,0.17218097538268
"Emb3",2.63494501586846e-06,0.163044491025713,1,0.885,0.00944627788188843,"24","Emb",0.115,0.0854354765060606
"Retnlg5",2.6477028249945e-06,1.24374910786967,0.939,0.925,0.00949201462760529,"24","Retnlg",0.0139999999999999,0.0104543576371664
"Il1b2",2.75173122994631e-06,0.110152435510212,0.697,0.235,0.00986495645935754,"24","Il1b",0.462,0.458475523070624
"Lrg18",3.64798851260129e-06,0.149752190827529,1,0.394,0.0130780388176756,"24","Lrg1",0.606,0.520769438793664
"Hp9",5.83080777721044e-06,0.39912566201187,1,0.895,0.0209034458812994,"24","Hp",0.105,0.077802151603633
"Clec4a210",6.13619987815325e-06,0.1200931138504,1,0.422,0.0219982765631794,"24","Clec4a2",0.578,0.492078535042672
"Cnn210",1.27428520002048e-05,0.21353269927926,1,0.942,0.0456831244207343,"24","Cnn2",0.0580000000000001,0.0424567992428949
"Igha3",1.60705844974622e-05,0.150028284415798,0.848,0.513,0.0576130454234019,"24","Igha",0.335,0.28855276919932
"Csf3r3",2.0390512845756e-05,0.114527913665218,0.848,0.451,0.0730999885520354,"24","Csf3r",0.397,0.348917237349313
"Ncf49",2.06788574665306e-05,0.111025682315458,1,0.767,0.0741337040175121,"24","Ncf4",0.233,0.17869796011047
"Ncf18",2.08469102400721e-05,0.13659871134365,1,0.703,0.0747361732106584,"24","Ncf1",0.297,0.231921564983545
"Mmp96",2.51616050204167e-05,0.335997288416602,0.818,0.489,0.0902043539981938,"24","Mmp9",0.329,0.288008445612007
"Sell4",2.53579014534035e-05,0.110458112762135,1,0.859,0.0909080767104516,"24","Sell",0.141,0.105473229742606
"Mrpl332",2.82142601084284e-05,0.111946576760665,1,0.996,0.101148122488716,"24","Mrpl33",0.004,0.00288827932482635
"Spi16",3.11607888029999e-05,0.128483301022854,1,0.831,0.111711427858755,"24","Spi1",0.169,0.12736820886475
"Igkc5",0.000126368268674502,0.266961157853272,0.97,0.876,0.45303024319809,"24","Igkc",0.094,0.0705358018283622
"S100a99",0.0001440854157897,0.454543281494318,1,1,0.516546215606074,"24","S100a9",0,0
"Actb7",0.000170433615271111,0.380530778706566,1,1,0.611004510746933,"24","Actb",0,0
"Cd1777",0.000188590906271429,0.144785337440971,0.939,0.432,0.676098398983073,"24","Cd177",0.507,0.437281310842536
"Pglyrp19",0.000228713236996224,0.272915732078954,1,0.922,0.819936954631464,"24","Pglyrp1",0.078,0.0573916638883365
"S100a88",0.000241793684644832,0.482543258103388,1,1,0.866830359451723,"24","S100a8",0,0
"Mxd17",0.000257808659695188,0.114417430370973,0.758,0.428,0.924244045007249,"24","Mxd1",0.33,0.299939091114304
"Ighm4",0.000323250622680366,0.145517283115903,0.909,0.855,1,"24","Ighm",0.054,0.0413979158957719
"S100a103",0.000365119020466484,0.101945211817093,1,0.947,1,"24","S100a10",0.053,0.0387471159417922
"Anxa19",0.000380910545831324,0.319599704437554,1,0.806,1,"24","Anxa1",0.194,0.147202107181229
"Grina6",0.000386036130174176,0.185195758652997,0.848,0.761,1,"24","Grina",0.087,0.0695698475848491
"Ly6e5",0.000392175879564272,0.142488179477381,1,0.999,1,"24","Ly6e",0.001,0.000721527917459226
"Lcn28",0.000769000557418853,0.297544514568703,1,0.982,1,"24","Lcn2",0.018,0.0130430374755988
"Ctsd3",0.00148429333347214,0.125000760136222,1,0.976,1,"24","Ctsd",0.024,0.0174170530774094
"Lpl",2.00354524619093e-13,0.287479224925412,1,0.045,7.18270970759449e-10,"66","Lpl",0.955,0.936497057693842
"Igf1",2.00354524619093e-13,0.167835549849181,1,0.021,7.18270970759449e-10,"66","Igf1",0.979,0.970017133784286
"Lgmn",2.00628516059907e-13,0.254076524450482,1,0.074,7.19253230074766e-10,"66","Lgmn",0.926,0.897006006676674
"Fcgrt",2.00628516059907e-13,0.15190354301852,1,0.041,7.19253230074766e-10,"66","Fcgrt",0.959,0.94202993136267
"Spic",2.00628516059907e-13,0.128589146180615,1,0.019,7.19253230074766e-10,"66","Spic",0.981,0.972845948496273
"Ckb",2.00628516059907e-13,0.106059469236025,1,0.034,7.19253230074766e-10,"66","Ckb",0.966,0.951763814347152
"Mafb",2.1970600146354e-13,0.102950701199659,1,0.027,7.87646015246793e-10,"66","Mafb",0.973,0.961563818343892
"Cd5l",2.20005480118163e-13,0.156760407452399,1,0.02,7.88719646223616e-10,"66","Cd5l",0.98,0.971430847803229
"Mrc1",2.41546596186897e-13,0.19075919524543,1,0.023,8.65944547330025e-10,"66","Mrc1",0.977,0.967193854916759
"Hpgd",2.41546596186897e-13,0.128605094578674,1,0.036,8.65944547330025e-10,"66","Hpgd",0.964,0.948975996975533
"Itgad",2.41546596186897e-13,0.116408646992387,1,0.018,8.65944547330025e-10,"66","Itgad",0.982,0.974262438586392
"Maf",2.41874708762732e-13,0.220027654942705,1,0.028,8.67120830914393e-10,"66","Maf",0.972,0.960159735468209
"Clec4a1",2.41874708762732e-13,0.107991840785799,1,0.064,8.67120830914393e-10,"66","Clec4a1",0.936,0.910501849160897
"Ms4a7",2.65155980797116e-13,0.12631389447491,1,0.02,9.5058419115766e-10,"66","Ms4a7",0.98,0.971430847803229
"Sdc3",2.91420836955191e-13,0.237890423010116,1,0.033,1.04474370048436e-09,"66","Sdc3",0.967,0.953159745797028
"Il18",9.15283433572852e-13,0.129288727723986,1,0.031,3.28129110935867e-09,"66","Il18",0.969,0.955955667293979
"Gns",1.30439775619962e-12,0.122720068781979,1,0.061,4.67626595597565e-09,"66","Gns",0.939,0.914575343747322
"Axl",4.0119613164225e-12,0.447503365199458,1,0.049,1.43828813193747e-08,"66","Axl",0.951,0.930985322084819
"Aif1",1.05628901453148e-11,0.406423082617645,1,0.106,3.78679611709534e-08,"66","Aif1",0.894,0.85464861442738
"Fcna",1.05735010665858e-11,0.730327246832569,1,0.083,3.79060013237102e-08,"66","Fcna",0.917,0.88496675705376
"Lipa",1.24017809901358e-11,0.165148960798011,1,0.124,4.44603848496368e-08,"66","Lipa",0.876,0.831357964441161
"Rab3il12",2.45256625879282e-11,0.138919534208607,1,0.139,8.79245003777225e-08,"66","Rab3il1",0.861,0.812232252953975
"Specc11",2.79864477394954e-11,0.20656617490318,1,0.143,1.00331415146091e-07,"66","Specc1",0.857,0.807174596447609
"Cdr22",3.02085058913363e-11,0.184826753371604,1,0.156,1.0829749362044e-07,"66","Cdr2",0.844,0.790858602161408
"Hbq1b2",6.29793352941659e-11,0.199572741036841,1,0.155,2.25780917029585e-07,"66","Hbq1b",0.845,0.792107148358667
"Clec4a3",9.24981345988198e-11,0.171570166327945,1,0.097,3.31605812536769e-07,"66","Clec4a3",0.903,0.866436474258894
"Csf1r1",1.49717341509106e-10,0.288875650094856,1,0.215,5.36736669310144e-07,"66","Csf1r",0.785,0.719043686168944
"C1qc",1.49836148970397e-10,1.24246074378515,1,0.182,5.37162594058873e-07,"66","C1qc",0.818,0.758769964484555
"C1qa",1.49836148970397e-10,1.15899102874693,1,0.177,5.37162594058873e-07,"66","C1qa",0.823,0.764885679623643
"Hmox1",1.49836148970397e-10,0.866813197641426,1,0.168,5.37162594058873e-07,"66","Hmox1",0.832,0.77595972578207
"Marcks1",1.72840033571627e-10,0.222572279862771,1,0.21,6.19631520354284e-07,"66","Marcks",0.79,0.72499295250013
"Tbxas1",1.85310556724777e-10,0.10039438428667,1,0.148,6.64338345858325e-07,"66","Tbxas1",0.852,0.800877357986399
"Mllt31",2.46605396317351e-10,0.152894494421338,1,0.225,8.84080345797702e-07,"66","Mllt3",0.775,0.707218250772154
"Cd362",2.46784590366279e-10,0.332768543265638,1,0.211,8.8472275646311e-07,"66","Cd36",0.789,0.723801134967758
"Dnajb22",3.24015387079904e-10,0.191501350860701,1,0.2,1.16159516268146e-06,"66","Dnajb2",0.8,0.736965594166206
"Cd681",3.43999987780349e-10,0.46665740738828,1,0.246,1.23323995619255e-06,"66","Cd68",0.754,0.682695931638085
"Ear2",4.22276291152135e-10,0.119083404670319,1,0.123,1.51386050378041e-06,"66","Ear2",0.877,0.832642072261486
"Gngt2",5.56825763907709e-10,0.309946818648158,1,0.221,1.99622036360914e-06,"66","Gngt2",0.779,0.711936799674684
"C1qb",6.3628950828372e-10,1.33974114444571,1,0.219,2.28109788719714e-06,"66","C1qb",0.781,0.714301874041875
"Aldh1a12",1.18810628354741e-09,0.223688324755377,1,0.257,4.25936102651746e-06,"66","Aldh1a1",0.743,0.670015350241579
"Vcam11",1.43469882433194e-09,0.884034315833475,1,0.223,5.14339528522999e-06,"66","Vcam1",0.777,0.7095755961347
"Pld31",1.60376763729563e-09,0.597439213350876,1,0.212,5.74950697970482e-06,"66","Pld3",0.788,0.722610301189136
"Smox2",1.81902657135122e-09,0.390482742922333,1,0.268,6.52121025829413e-06,"66","Smox",0.732,0.65744525452268
"Xpo72",1.81902657135122e-09,0.278233299861909,1,0.285,6.52121025829413e-06,"66","Xpo7",0.715,0.638231640580847
"Bcl2l11",3.80755838456195e-09,0.555793203357211,1,0.315,1.36500968086546e-05,"66","Bcl2l1",0.685,0.604937200482422
"Trim102",3.80964381440656e-09,0.78478471527541,1,0.285,1.36575730746475e-05,"66","Trim10",0.715,0.638231640580847
"Slc40a1",5.45733301696493e-09,0.520975334884525,1,0.27,1.95645388658193e-05,"66","Slc40a1",0.73,0.655171503002559
"Dhrs112",5.89659906305898e-09,0.586949556131151,1,0.327,2.11393076410664e-05,"66","Dhrs11",0.673,0.591831629291894
"Txnrd22",6.58184561815673e-09,0.153128445652866,1,0.255,2.35959165410919e-05,"66","Txnrd2",0.745,0.672312635823953
"Tspo22",7.59355098675164e-09,0.387539974362757,1,0.297,2.72228802875046e-05,"66","Tspo2",0.703,0.624821520410388
"Slc4a12",8.83364759593696e-09,0.8823426328378,1,0.362,3.1668626631434e-05,"66","Slc4a1",0.638,0.554273296650016
"Rsad22",9.15531629969694e-09,0.837864254795226,1,0.403,3.28218089344135e-05,"66","Rsad2",0.597,0.511484991042188
"Timp21",1.03189083819985e-08,0.165258945042995,1,0.168,3.69932865494647e-05,"66","Timp2",0.832,0.77595972578207
"Acsl11",1.45337017250413e-08,0.157397830887571,1,0.351,5.21033206842729e-05,"66","Acsl1",0.649,0.565972325336403
"Snca2",1.45541828279631e-08,1.61022608618525,1,0.434,5.21767454382479e-05,"66","Snca",0.566,0.479954975960182
